ID,prob_private
62,0.266912195134787
79,0.3254124880465102
80,0.26828017126518455
120,0.5285589538058357
162,0.46976648982494074
181,0.29085872809013175
193,0.3318119895406294
202,0.36086964433160484
234,0.3537828628199632
282,0.33454366403715696
286,0.4096814004544163
377,0.4239995168441436
383,0.23365454523275067
384,0.25619869657816746
402,0.3635226134600001
406,0.5809002890692317
412,0.32714697234901957
416,0.22004828779181732
420,0.26614038306866905
437,0.27465025358699346
467,0.24708167616030194
483,0.40372465251659806
509,0.3114442031653589
559,0.38610588362409987
565,0.2341921149985227
569,0.27341811609155536
572,0.2610331198009451
573,0.44155691672353514
608,0.29119346824881537
611,0.2903515706511679
625,0.4215980123856195
627,0.27063252511858915
641,0.37338141274366915
642,0.3214618130603031
650,0.32697515229523605
654,0.4790717624976646
655,0.26955681224510064
660,0.25353440120043236
673,0.47933240067568933
692,0.31987047179630695
696,0.30555338222607226
698,0.4666581432419986
752,0.7484606292097089
4,0.7307219725763442
15,0.7046866382643856
18,0.7291734713805837
36,0.739368172223344
37,0.6778163591025839
39,0.7565673024808667
50,0.6185479967776062
65,0.7376689865007698
70,0.3944164502210624
85,0.7732199133153036
92,0.6120991567111497
98,0.7034479894181659
101,0.6534754625325274
106,0.6942374461393697
112,0.7417451577392207
125,0.8064346633575264
128,0.8109880074635485
137,0.8358227506200719
145,0.7009348920069667
151,0.8051355124195445
155,0.522361254733561
157,0.755081592690023
160,0.7020075618627252
161,0.7714310990457913
171,0.5662952345913446
172,0.5585773619402605
173,0.6891941141678788
174,0.7750809308195232
179,0.474891573737169
191,0.7775933580980026
200,0.5553730818017534
203,0.48916986965853315
212,0.45053450026401504
214,0.6155606555154799
216,0.590720153332186
218,0.8036746883193983
233,0.6951090009179384
236,0.7274954680662767
239,0.607580322411941
249,0.5512107805788763
254,0.6976712387726357
256,0.7929522112212772
257,0.7631001370203226
259,0.7997568324612885
261,0.7873879865847698
265,0.6772419686899813
269,0.6791150225970295
271,0.7479901473902844
273,0.6528362400591898
284,0.6318421443837772
287,0.7697168839658034
294,0.7667912341051825
299,0.6921561023590206
305,0.5351312273668035
307,0.7583256601094348
309,0.7176489344433067
330,0.6061596180215024
338,0.7803568576573726
339,0.7051171957617912
343,0.7675558346473069
345,0.414166262030187
346,0.2337806120872502
373,0.7809713333536893
375,0.40321284179004085
385,0.7654245829160871
390,0.5369495398535392
392,0.586501595636451
396,0.7857885919167162
404,0.7317930837841068
423,0.7778694354674238
425,0.5478281884064106
426,0.7073236666581716
436,0.5917171058366897
438,0.7599020896703544
452,0.47360780988894846
454,0.718169845856919
465,0.7133878153146578
468,0.8059297874566611
469,0.7455956446397008
472,0.6393911482948957
478,0.7586080908259553
492,0.7851146545020609
503,0.6897489160889092
505,0.7835843976954974
515,0.7996568020014689
544,0.6592859810620884
546,0.8014625402670336
547,0.7184577073415991
549,0.6432080302556132
550,0.7000045612130023
553,0.7964002352194095
556,0.7898525330662424
557,0.6799894228567199
558,0.7266004291368393
591,0.7235648842055533
593,0.7551800478222184
600,0.5330937664133792
601,0.6450892686786275
622,0.6699238101345514
626,0.7056935776635345
661,0.5274522722807804
664,0.6346391344311432
667,0.6916594551406672
720,0.7353375123433665
723,0.794929677850015
734,0.7357881019494797
736,0.6638763500614671
737,0.7198294607865242
741,0.8247663376241146
761,0.6801529974220615
762,0.727621715502458
771,0.684490530009325
774,0.7213096915179168
